count	count_norm	parent	tax_rank	tax_color	avg	taxon	tax_name	sample_date
5	18	1470347	no_rank	null	null	1211813	Candidatus Alistipes marseilloanorexicus AP11	6/12/2015
3761	13731	574697	species	null	null	1217281	Butyricimonas sp. 214-4	6/12/2015
2	7	574697	species	null	null	1232425	Butyricimonas sp. GD2	6/12/2015
2	7	383630	no_rank	null	null	1233498	OM43 clade	6/12/2015
2	7	1301	species	null	null	1234680	Streptococcus rubneri	6/12/2015
5	18	2	phylum	null	null	1293497	Nitrospinae	6/12/2015
5	18	1293497	class	null	null	1293498	Nitrospinia	6/12/2015
5	18	1293498	order	null	null	1293499	Nitrospinales	6/12/2015
14	51	1392389	species	null	null	1297617	Intestinimonas butyriciproducens	6/12/2015
11	40	256845	class	null	null	1313211	Lentisphaeria	6/12/2015
14	51	186813	genus	null	null	1392389	Intestinimonas	6/12/2015
6	22	84107	genus	null	null	1427376	Parvibacter	6/12/2015
5	18	239759	species	null	null	1470347	Candidatus Alistipes marseilloanorexicus	6/12/2015
14	51	1297617	no_rank	null	null	1470357	Intestinimonas butyriciproducens AP4	6/12/2015
5	18	128827	genus	null	null	1472649	Dielma	6/12/2015
66	241	1472762	species	null	null	1472761	Enorma massiliensis	6/12/2015
66	241	84107	genus	null	null	1472762	Enorma	6/12/2015
155	566	128827	genus	null	null	1505663	Erysipelatoclostridium	6/12/2015
